,budget,genres,original_language,popularity,release_date,revenue,runtime,status,title,vote_average,vote_count,release_year
16044,8500000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 27, 'name': 'Horror'}]",en,4.334513,2009-02-09,0.0,98.0,Released,The Countess,5.5,41.0,2009
16048,50000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}]",en,7.942766,2010-10-15,105197635.0,129.0,Released,Hereafter,5.8,517.0,2010
16050,15400000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",en,4.820191,2008-10-01,0.0,107.0,Released,Afterwards,5.7,41.0,2008
16051,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,16.201377,2010-05-22,0.0,96.0,Released,Undisputed III : Redemption,7.3,182.0,2010
16053,20000000,"[{'id': 27, 'name': 'Horror'}, {'id': 80, 'name': 'Crime'}]",en,16.626655,2010-10-21,136150434.0,90.0,Released,Saw: The Final Chapter,5.8,758.0,2010
16054,65000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,11.73956,2010-11-04,211780824.0,95.0,Released,Due Date,6.2,1737.0,2010
16057,18000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,11.176797,2010-11-05,35692920.0,94.0,Released,127 Hours,7.0,2668.0,2010
16058,130000000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}]",en,11.603905,2010-10-28,321887208.0,95.0,Released,Megamind,6.7,1968.0,2010
16059,500000,"[{'id': 18, 'name': 'Drama'}]",de,0.235217,2008-10-16,0.0,0.0,Released,The Stranger in Me,6.4,4.0,2008
16066,13000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,12.989056,2010-12-02,327803731.0,108.0,Released,Black Swan,7.3,4562.0,2010
16077,22000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,6.303785,2010-05-20,24188922.0,108.0,Released,Fair Game,6.5,239.0,2010
16089,250000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,0.842907,2006-07-07,0.0,92.0,Released,Roman,5.3,8.0,2006
16092,200000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,0.550216,1996-08-31,0.0,112.0,Released,Habit,6.3,7.0,1996
16093,2000000,"[{'id': 18, 'name': 'Drama'}]",th,1.852893,2007-05-21,0.0,105.0,Released,Ploy,6.0,11.0,2007
16097,2500000,"[{'id': 18, 'name': 'Drama'}]",fr,6.509699,2009-09-11,0.0,96.0,Released,Lourdes,6.3,13.0,2009
16100,1000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.887971,2010-07-31,0.0,86.0,Rumored,Tales of an Ancient Empire,2.5,7.0,2010
16101,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",ru,2.444839,2010-02-17,0.0,124.0,Released,How I Ended This Summer,6.1,37.0,2010
16107,12000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",en,1.4954,2009-11-04,0.0,93.0,Released,The King of Fighters,3.9,25.0,2009
16109,262000,"[{'id': 99, 'name': 'Documentary'}, {'id': 10402, 'name': 'Music'}, {'id': 10769, 'name': 'Foreign'}]",fi,0.121601,2009-10-16,0.0,79.0,Released,The magnetic man,5.3,3.0,2009
16114,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,12.697059,2010-11-04,167805466.0,98.0,Released,Unstoppable,6.3,1193.0,2010
16115,40000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,10.771255,2010-01-12,58785180.0,102.0,Released,Morning Glory,6.1,420.0,2010
16117,30000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,9.591425,2010-11-18,51148651.0,133.0,Released,The Next Three Days,6.9,927.0,2010
16118,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,7.098301,2010-09-03,0.0,98.0,Released,Somewhere,6.0,212.0,2010
16121,8000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",en,6.712894,2010-06-17,3453043.0,98.0,Released,Wild Target,6.4,218.0,2010
16123,18000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 36, 'name': 'History'}]",en,4.558075,2010-05-19,871279.0,338.0,Released,Carlos,6.7,50.0,2010
16128,250000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10751, 'name': 'Family'}]",en,23.300362,2010-10-17,954305868.0,146.0,Released,Harry Potter and the Deathly Hallows: Part 1,7.5,5708.0,2010
16129,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,11.260387,2010-09-06,414211549.0,118.0,Released,The King's Speech,7.6,2817.0,2010
16130,260000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,14.684761,2010-11-24,591794936.0,100.0,Released,Tangled,7.4,3419.0,2010
16138,600,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,0.618465,2010-08-17,0.0,93.0,Released,The Lost Skeleton Returns Again,7.0,9.0,2010
16139,600000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",en,0.362249,2010-05-16,0.0,110.0,Released,Snow & Ashes,3.5,2.0,2010
16142,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,1.212331,2008-01-01,0.0,90.0,Released,Linewatch,4.8,8.0,2008
16144,25000000,"[{'id': 18, 'name': 'Drama'}]",en,14.141837,2010-12-17,93617009.0,116.0,Released,The Fighter,7.2,1512.0,2010
16145,4500000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8.786269,2010-09-10,123820.0,95.0,Released,The Romantics,4.8,83.0,2010
16161,7000000,"[{'id': 35, 'name': 'Comedy'}]",en,3.18614,2010-08-01,453079.0,108.0,Released,The Extra Man,5.9,29.0,2010
16180,12500000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,8.5508,2010-09-16,1083683.0,108.0,Released,Casino Jack,6.0,94.0,2010
16189,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",en,11.421915,2010-11-10,4644108.0,103.0,Released,London Boulevard,5.7,261.0,2010
16190,10000000,"[{'id': 878, 'name': 'Science Fiction'}]",en,7.676017,2010-11-11,66821036.0,100.0,Released,Skyline,4.7,516.0,2010
16192,2000000,"[{'id': 18, 'name': 'Drama'}]",en,1.017808,2010-01-08,0.0,115.0,Released,Sex & Drugs & Rock & Roll,6.9,16.0,2010
16194,3000000,"[{'id': 18, 'name': 'Drama'}]",en,1.71344,2009-01-18,0.0,98.0,Rumored,Against the Current,5.6,8.0,2009
16206,17000000,"[{'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 10749, 'name': 'Romance'}]",en,7.364563,2011-01-21,43165571.0,86.0,Released,Beastly,5.9,878.0,2011
16208,300,"[{'id': 27, 'name': 'Horror'}]",en,1.340559,2003-01-01,0.0,77.0,Released,August Underground's Mordum,3.5,21.0,2003
16209,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,7.575696,2010-11-22,102820008.0,112.0,Released,Love & Other Drugs,6.6,1268.0,2010
16210,155000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",en,12.383398,2010-08-13,415686217.0,113.0,Released,The Chronicles of Narnia: The Voyage of the Dawn Treader,6.2,1555.0,2010
16211,65000,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,2.799356,2010-11-12,416498.0,99.0,Released,Tiny Furniture,5.6,60.0,2010
16220,100000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",en,12.845045,2010-12-08,278731369.0,103.0,Released,The Tourist,6.0,1744.0,2010
16225,1948000,"[{'id': 14, 'name': 'Fantasy'}]",fi,4.51319,2010-12-03,0.0,84.0,Released,Rare Exports: A Christmas Tale,6.4,143.0,2010
16228,1000000,"[{'id': 99, 'name': 'Documentary'}, {'id': 9648, 'name': 'Mystery'}]",en,0.154635,2008-05-05,0.0,116.0,Released,Breaking the Maya Code,5.3,4.0,2008
16236,1200000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,2.162236,1970-05-27,0.0,97.0,Released,Cotton Comes to Harlem,6.7,13.0,1970
16254,350000,"[{'id': 99, 'name': 'Documentary'}]",en,0.786304,2009-10-03,0.0,92.0,Released,Boy Interrupted,6.2,10.0,2009
16259,2500000,"[{'id': 27, 'name': 'Horror'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,12.525758,2010-08-26,52604.0,89.0,Released,Hatchet II,5.6,91.0,2010
16274,27000000,"[{'id': 28, 'name': 'Action'}]",en,4.983475,2010-08-08,16504936.0,103.0,Released,"Tomorrow, When the War Began",6.2,195.0,2010
16278,38000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",en,10.730765,2010-12-22,252276927.0,110.0,Released,True Grit,7.2,1701.0,2010
16279,170000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",en,21.259,2010-12-10,400062763.0,125.0,Released,TRON: Legacy,6.3,2895.0,2010
16280,8000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,5.000657,2010-11-05,18124262.0,129.0,Released,Another Year,7.0,97.0,2010
16286,120000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,5.458387,2010-12-17,48668907.0,121.0,Released,How Do You Know,4.9,229.0,2010
16288,30000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,7.524794,2010-10-26,8454301.0,134.0,Released,Barney's Version,7.2,131.0,2010
16291,15000000,"[{'id': 18, 'name': 'Drama'}]",en,5.858803,2010-10-21,4882577.0,104.0,Released,The Company Men,6.4,218.0,2010
16297,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,3.373907,2009-11-07,0.0,125.0,Released,Mother and Child,6.7,46.0,2009
16298,2500000,"[{'id': 35, 'name': 'Comedy'}]",en,3.716988,2008-01-20,0.0,89.0,Released,Adventures of Power,5.7,11.0,2008
16303,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.141224,2008-09-12,0.0,78.0,Released,Life in Flight,5.0,2.0,2008
16304,325000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,1.246805,2005-10-13,0.0,90.0,Released,Zerophillia,5.1,15.0,2005
16328,45000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",de,0.880881,2006-10-25,0.0,94.0,Released,Black Sheep,6.6,8.0,2006
16331,24000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,9.014972,2010-11-23,23081726.0,98.0,Released,Faster,6.1,577.0,2010
16336,25000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}]",zh,4.691882,2010-02-14,0.0,96.0,Released,Little Big Soldier,6.5,77.0,2010
16337,5000000,"[{'id': 18, 'name': 'Drama'}]",en,7.007993,2010-12-16,5129058.0,91.0,Released,Rabbit Hole,6.8,167.0,2010
16346,100000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,9.73941,2010-12-21,310650585.0,98.0,Released,Little Fockers,5.5,1092.0,2010
16347,112000000,"[{'id': 35, 'name': 'Comedy'}]",en,7.565799,2010-12-25,237382724.0,85.0,Released,Gulliver's Travels,4.9,633.0,2010
16360,7000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",es,4.896196,2010-12-17,3218666.0,101.0,Released,The Last Circus,6.6,95.0,2010
16373,2200000,"[{'id': 18, 'name': 'Drama'}]",en,0.351064,2007-11-15,0.0,120.0,Released,Steam,4.7,3.0,2007
16378,25000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,1.862215,2009-10-01,20719451.0,117.0,Released,Mao's Last Dancer,6.8,29.0,2009
16379,55000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,9.276539,2010-11-23,89519773.0,119.0,Released,Burlesque,6.9,581.0,2010
16383,37000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",ja,8.636052,2010-07-16,145570827.0,94.0,Released,The Secret World of Arrietty,7.4,701.0,2010
16384,5000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",en,6.771868,2010-01-22,5476793.0,89.0,Released,Tucker and Dale vs Evil,7.3,860.0,2010
16389,80000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 16, 'name': 'Animation'}, {'id': 12, 'name': 'Adventure'}]",en,6.598296,2010-12-11,201584141.0,80.0,Released,Yogi Bear,5.2,228.0,2010
16390,271323,"[{'id': 99, 'name': 'Documentary'}]",en,0.436199,2010-01-25,0.0,91.0,Released,Countdown to Zero,6.3,12.0,2010
16411,7200000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,4.326838,2010-09-11,0.0,113.0,Released,Made in Dagenham,6.6,94.0,2010
16418,1500000,"[{'id': 99, 'name': 'Documentary'}]",en,2.627643,2010-01-24,187716.0,90.0,Released,Waste Land,7.6,34.0,2010
16421,7000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,15.280219,2010-05-11,7644937.0,90.0,Released,Last Night,6.1,243.0,2010
16437,120000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",en,7.888013,2011-01-12,227817248.0,119.0,Released,The Green Hornet,5.5,1274.0,2011
16442,30000000,"[{'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}, {'id': 36, 'name': 'History'}]",en,9.402082,2010-09-03,20348249.0,133.0,Released,The Way Back,6.8,462.0,2010
16443,42000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 53, 'name': 'Thriller'}]",en,5.510805,2010-12-02,11087569.0,100.0,Released,The Warrior's Way,6.3,138.0,2010
16446,1000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",en,0.834019,2009-04-25,0.0,94.0,Released,Handsome Harry,5.3,7.0,2009
16447,850000,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",en,2.1e-05,1975-01-27,0.0,98.0,Released,Jacques Brel Is Alive and Well and Living in Paris,0.0,0.0,1975
16451,9100000,"[{'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}]",hi,4.23908,2008-12-25,76000000.0,183.0,Released,Ghajini,6.9,84.0,2008
16458,8500000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 28, 'name': 'Action'}]",ru,4.134328,2010-11-04,0.0,138.0,Released,Fortress of War,7.4,52.0,2010
16463,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 28, 'name': 'Action'}]",en,13.471159,2011-01-07,88100000.0,95.0,Released,Season of the Witch,5.2,756.0,2011
16479,4668069,"[{'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",en,1.381515,1939-10-07,0.0,82.0,Released,The Spy in Black,5.5,13.0,1939
16483,11000000,"[{'id': 27, 'name': 'Horror'}]",en,0.868804,2008-08-15,15500000.0,80.0,Released,It's Alive,4.0,15.0,2008
16492,163000000,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 37, 'name': 'Western'}]",en,10.958669,2011-07-29,174822325.0,119.0,Released,Cowboys & Aliens,5.4,2054.0,2011
16493,650,"[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",en,0.071756,1999-08-13,0.0,94.0,Released,The Real McCoy,4.5,2.0,1999
16514,10000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",fr,4.636083,2008-12-03,0.0,96.0,Released,Anything for Her,6.7,71.0,2008
16532,70000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",en,7.513067,2011-01-13,67112664.0,111.0,Released,The Dilemma,5.2,306.0,2011
16535,1119000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",en,0.948775,1936-08-28,2019000.0,103.0,Released,The Gorgeous Hussy,2.5,2.0,1936
16557,5000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",fr,0.221544,2006-05-25,0.0,105.0,Released,Congorama,5.5,4.0,2006
16568,4000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 18, 'name': 'Drama'}]",ko,4.26424,2010-05-13,0.0,106.0,Released,The Housemaid,6.2,71.0,2010
16572,27000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 878, 'name': 'Science Fiction'}]",en,12.114955,2011-03-08,161849455.0,105.0,Released,Limitless,7.1,3888.0,2011
16585,2000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 27, 'name': 'Horror'}]",en,12.805294,2010-06-17,572809.0,108.0,Released,I Spit on Your Grave,6.3,537.0,2010
16595,10600000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",fr,3.917709,2010-09-16,0.0,104.0,Released,Even the Rain,6.7,72.0,2010
16601,2000000,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,0.369775,1944-02-17,0.0,105.0,Released,Up in Arms,8.0,2.0,1944
16608,1,"[{'id': 99, 'name': 'Documentary'}]",en,0.749686,2008-02-01,0.0,95.0,Released,Speed & Angels,3.3,3.0,2008
16615,5000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",zh,1.532239,2011-02-03,0.0,116.0,Released,What Women Want,6.3,10.0,2011
16621,25000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",en,8.88057,2011-01-21,147780440.0,107.0,Released,No Strings Attached,6.1,1367.0,2011
16623,40000000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",en,6.807442,2011-03-17,85412898.0,119.0,Released,The Lincoln Lawyer,7.0,923.0,2011
16624,37000000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",en,7.128117,2011-01-28,96047633.0,114.0,Released,The Rite,5.8,577.0,2011
16626,3500000,"[{'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}]",en,7.786765,2011-02-22,0.0,76.0,Released,All Star Superman,6.8,121.0,2011
16630,2500000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",pt,0.853938,2009-02-10,0.0,64.0,Released,Eccentricities of a Blonde-Haired Girl,6.1,12.0,2009
16634,4600000,"[{'id': 18, 'name': 'Drama'}]",fr,0.985596,2009-11-25,0.0,120.0,Released,Hadewijch,6.8,16.0,2009
16645,9000000,"[{'id': 35, 'name': 'Comedy'}]",en,0.832799,1976-12-21,0.0,121.0,Released,Nickelodeon,6.4,7.0,1976
16646,13000000,[],en,0.000657,1975-12-25,24441725.0,118.0,Released,Lucky Lady,0.0,0.0,1975
16655,3500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",en,0.535661,2010-10-01,0.0,85.0,Released,Virus X,3.6,7.0,2010
16664,93,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,11.096527,2011-01-28,2500000.0,107.0,Released,From Prada to Nada,5.0,87.0,2011
16669,15000000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,4.582024,2010-12-22,20529194.0,117.0,Released,Country Strong,5.9,80.0,2010
16670,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",en,14.443599,2011-02-16,130786397.0,113.0,Released,Unknown,6.5,1288.0,2011
16671,30000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",en,7.000775,2011-02-03,108609310.0,108.0,Released,Sanctum,5.8,347.0,2011
16673,50000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10769, 'name': 'Foreign'}]",en,1.018876,2002-11-08,0.0,83.0,Released,Tongan Ninja,4.9,4.0,2002
16675,36000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",en,9.244469,2011-01-13,189712432.0,84.0,Released,Gnomeo & Juliet,5.8,547.0,2011
16681,5,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",en,0.196886,1998-12-23,0.0,105.0,Released,The Misadventures of Margaret,10.0,1.0,1998
16692,10000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",en,7.787593,2010-10-29,4349187.0,91.0,Released,Burke & Hare,6.1,151.0,2010
16695,10000000,"[{'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",fr,10.741315,2009-05-17,0.0,139.0,Released,Army of Crime,6.7,33.0,2009
16696,10000000,"[{'id': 9648, 'name': 'Mystery'}, {'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",en,8.419427,2010-09-11,1068682.0,92.0,Released,Vanishing on 7th Street,4.8,165.0,2010
16705,40000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}]",en,10.24382,2011-02-14,97552050.0,104.0,Released,Paul,6.5,1825.0,2011
16722,1500000,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",ru,2.131384,2000-01-01,0.0,122.0,Released,Brother 2,7.2,39.0,2000
16731,6000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}]",en,0.619076,1975-03-01,1500000.0,118.0,Released,At Long Last Love,5.6,8.0,1975
16737,50000000,"[{'id': 14, 'name': 'Fantasy'}, {'id': 53, 'name': 'Thriller'}, {'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}]",en,7.668829,2011-02-24,28931401.0,105.0,Released,Drive Angry,5.3,608.0,2011
16738,135000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}, {'id': 37, 'name': 'Western'}, {'id': 12, 'name': 'Adventure'}]",en,10.581925,2011-03-02,245724603.0,107.0,Released,Rango,6.6,2094.0,2011
16740,19000000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",en,8.132811,2011-03-04,6928068.0,97.0,Released,Take Me Home Tonight,6.2,215.0,2011
16742,50200000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 10749, 'name': 'Romance'}]",en,9.420301,2011-03-03,127869379.0,106.0,Released,The Adjustment Bureau,6.5,1677.0,2011
16760,40000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}]",en,9.832342,2011-01-13,51070807.0,93.0,Released,The Mechanic,6.3,1066.0,2011
16761,36000000,"[{'id': 35, 'name': 'Comedy'}]",en,9.13273,2011-02-25,83160734.0,105.0,Released,Hall Pass,5.4,627.0,2011
16762,25000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",en,6.196929,2011-02-08,27122040.0,114.0,Released,The Eagle,5.9,426.0,2011
16763,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}]",en,9.388376,2011-02-18,144492830.0,109.0,Released,I Am Number Four,5.9,1606.0,2011
16766,3000000,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",ru,1.782869,2009-04-15,0.0,102.0,Released,The Assassin Next Door,5.4,19.0,2009
